,name,rating,reviews,type,hq,old,employees
2439,Shree Renuka Sugars,4.2,106 Reviews,Public,Mumbai + 17 more,22 years old,10000+ employees
2440,IGT,3.5,106 Reviews,Private,Reno + 8 more,45 years old,10000+ employees
2441,Hettich,3.9,106 Reviews,Private,Kirchlengern + 20 more,132 years old,5001-10000 employees
2442,Continuum Managed Servic...,3.3,106 Reviews,Private,Boston,15 years old,1001-5000 employees
2443,Cogencis Information Ser...,3.4,106 Reviews,Private,Mumbai + 3 more,24 years old,201-500 employees
2444,POSCO MAHARASHTRA STEEL,4.1,106 Reviews,Private,"Raigad,Maharashtra + 3 more",52 years old,10000+ employees
2445,Catholic Syrian Bank,3.5,106 Reviews,Private,Thrissur + 34 more,100 years old,1001-5000 employees
2446,Metalman Auto,3.9,106 Reviews,Private,New Delhi + 10 more,34 years old,1001-5000 employees
2447,Kinara Capital,4.3,106 Reviews,Bangalore + 38 more,9 years old,1001-5000 employees,
2448,JDA Software,4.1,105 Reviews,Private,Scottsdale + 5 more,35 years old,5001-10000 employees
2449,Jabong,4.3,105 Reviews,Private,Bangalore + 6 more,9 years old,501-1000 employees
2450,HP India Sales,4.2,105 Reviews,Private,Bengaluru + 18 more,23 years old,501-1000 employees
2451,Prolifics Corporation,3.0,105 Reviews,Private,Orlando + 4 more,42 years old,1001-5000 employees
2452,The Pride Hotel,4.1,105 Reviews,Private,Mumbai + 13 more,45 years old,1001-5000 employees
2453,BCD Travel,3.5,105 Reviews,Private,Utrecht + 6 more,14 years old,10000+ employees
2454,Jaypee Hotels,4.5,105 Reviews,Public,Delhi + 11 more,1001-5000 employees,
2455,Huntsman International,4.4,105 Reviews,LLC,Texas + 17 more,50 years old,10000+ employees
2456,Zuari Cement,4.2,105 Reviews,Private,Bengaluru + 20 more,25 years old,501-1000 employees
2457,Kamineni Hospitals,3.7,105 Reviews,Private,Hyderabad + 2 more,25 years old,1001-5000 employees
2458,Polyplex,4.1,105 Reviews,Public,Noida + 5 more,36 years old,1001-5000 employees
2459,Halliburton,4.2,105 Reviews,Private,Houston + 12 more,101 years old,10000+ employees
2460,Veeda Clinical Research,4.3,105 Reviews,Private,Ahmedabad + 2 more,16 years old,501-1000 employees
2461,Ajnara India,4.1,105 Reviews,Public,Noida + 3 more,29 years old,501-1000 employees
2462,Vedant Fashions,4.1,105 Reviews,Private,Kolkata + 24 more,21 years old,1001-5000 employees
2463,Securens System,4.1,105 Reviews,Private,Mumbai + 21 more,9 years old,501-1000 employees
2464,BLS International Servic...,3.3,105 Reviews,Public,New Delhi + 24 more,15 years old,5001-10000 employees
2465,Elentec India,4.2,105 Reviews,Private,Hwasung City + 7 more,38 years old,5001-10000 employees
2466,Zuari Agro Chemicals,3.8,105 Reviews,Public,Gurgaon + 24 more,53 years old,1001-5000 employees
2467,Balasore Alloys,3.6,105 Reviews,Public,Balasore + 6 more,36 years old,1001-5000 employees
2468,Jiva Ayurveda,3.7,105 Reviews,Faridabad + 16 more,28 years old,1001-5000 employees,
2469,Tata ClassEdge,3.8,105 Reviews,Public,Mumbai + 27 more,9 years old,201-500 employees
2470,Liberty Videocon General...,3.9,105 Reviews,Private,Mumbai + 30 more,7 years old,1001-5000 employees
2471,Narayana Junior College,4.4,105 Reviews,Hyderabad + 15 more,41 years old,201-500 employees,
2472,Infrasoft Technologies,3.2,104 Reviews,Private,Mumbai + 3 more,25 years old,1001-5000 employees
2473,Minacs,4.0,104 Reviews,Private,Bangalore + 7 more,39 years old,10000+ employees
2474,Haldia Petrochemicals,4.2,104 Reviews,Private,Kolkata + 3 more,35 years old,10000+ employees
2475,National Institute of Te...,4.1,104 Reviews,Public,New Delhi + 18 more,13 years old,51-200 employees
2476,Rane Brake Lining,4.3,104 Reviews,Public,Chennai + 8 more,56 years old,5001-10000 employees
2477,Emirates NBD,4.0,104 Reviews,Private,Dubai + 6 more,57 years old,10000+ employees
2478,Jagran Prakashan,4.0,104 Reviews,Public,Kanpur + 31 more,45 years old,5001-10000 employees
2479,Morningstar,4.0,104 Reviews,Private,Chicago + 3 more,36 years old,5001-10000 employees
2480,Integrated Wireless Solu...,3.6,104 Reviews,Private,Noida + 21 more,16 years old,1001-5000 employees
2481,Tata Toyo Radiator,4.1,104 Reviews,Pune + 5 more,22 years old,1001-5000 employees,
2482,Technico Industries,3.6,104 Reviews,LLC,Gurugram + 5 more,48 years old,501-1000 employees
2483,Jay Chemical Industries,4.1,104 Reviews,Private,Ahmedabad + 10 more,53 years old,1001-5000 employees
2484,Apparel Group,3.5,104 Reviews,Private,Dubai + 11 more,21 years old,10000+ employees
2485,D'Decor Home Fabrics,3.9,104 Reviews,Private,Mumbai + 19 more,21 years old,1001-5000 employees
2486,Shyam Indus Power Soluti...,3.7,104 Reviews,Private,New Delhi + 9 more,16 years old,1001-5000 employees
2487,Arabian Construction Com...,4.2,104 Reviews,Beirut + 14 more,53 years old,10000+ employees,
2488,Kandhari Beverages,3.8,104 Reviews,Private,Chandigarh + 15 more,53 years old,201-500 employees
2489,Sgs Tekniks Manufacturin...,4.0,104 Reviews,Private,Gurgaon + 3 more,30 years old,1001-5000 employees
2490,Magna International,4.3,104 Reviews,Public,Aurora + 5 more,63 years old,10000+ employees
2491,Park Hospital,3.6,104 Reviews,New Delhi + 8 more,38 years old,501-1000 employees,
2492,PhyCARE Solutions,3.6,104 Reviews,Private,New York + 2 more,20 years old,1001-5000 employees
2493,Dinshaws,4.1,104 Reviews,Private,Nagpur + 12 more,88 years old,501-1000 employees
2494,Publicis Sapient MENA,3.5,103 Reviews,Boston + 3 more,30 years old,,
2495,Shreya Life Sciences,3.7,103 Reviews,Private,Mumbai + 19 more,25 years old,1001-5000 employees
2496,VVF,4.1,103 Reviews,Public,Mumbai + 10 more,81 years old,1001-5000 employees
2497,Writer Corporation,3.7,103 Reviews,Private,Mumbai + 25 more,67 years old,5001-10000 employees
2498,Raptakos Brett and Compa...,3.6,103 Reviews,Public,Mumbai + 24 more,90 years old,1001-5000 employees
2499,Richa Global Export,4.2,103 Reviews,Gurgaon + 6 more,15 years old,10000+ employees,
2500,TRF,3.5,103 Reviews,Public,Jamshedpur + 10 more,58 years old,1001-5000 employees
2501,Datawind Innovations,3.1,103 Reviews,Private,Mississauga + 10 more,19 years old,201-500 employees
2502,Alchem International,3.8,103 Reviews,Private,New Delhi + 14 more,85 years old,1001-5000 employees
2503,Lokesh Machines,3.6,103 Reviews,Public,Hyderabad + 3 more,37 years old,1001-5000 employees
2504,Cargill Business Service...,3.7,103 Reviews,Gurugram + 5 more,5 years old,10000+ employees,
2505,JNET Technologies,3.7,103 Reviews,Private,Hyderabad + 18 more,14 years old,501-1000 employees
2506,Urban Ladder,4.2,103 Reviews,Private,Bangalore + 14 more,8 years old,501-1000 employees
2507,Sjmmcsl,3.5,103 Reviews,Mumbai + 37 more,5001-10000 employees,,
2508,Takata,4.2,103 Reviews,Private,New Delhi + 10 more,11 years old,10000+ employees
2509,Urban Company,3.8,103 Reviews,Private,Gurgaon + 12 more,6 years old,10000+ employees
2510,Khimji Ramdas,3.9,103 Reviews,Private,Muscat + 11 more,150 years old,5001-10000 employees
2511,Electrical Research & De...,4.1,103 Reviews,Vadodara + 16 more,46 years old,201-500 employees,
2512,Prama Hikvision India,3.5,103 Reviews,Private,Hangzhou + 20 more,19 years old,5001-10000 employees
2513,Seoyon E-hwa Automotive,4.1,103 Reviews,Slovak Republic + 5 more,18 years old,501-1000 employees,
2514,Svatantra Microfin,4.1,103 Reviews,Private,Mumbai + 36 more,8 years old,1001-5000 employees
2515,Rustomjee Academy for Gl...,4.1,103 Reviews,Private,Mumbai + 6 more,12 years old,201-500 employees
2516,Anand Rathi Global Finan...,3.5,103 Reviews,Private,Mumbai + 25 more,38 years old,1001-5000 employees
2517,Mahindra Finance,4.2,103 Reviews,Mumbai + 55 more,26 years old,10000+ employees,
2518,Brillio,3.2,102 Reviews,Private,Santa Clara + 2 more,6 years old,1001-5000 employees
2519,Metric Stream Infotech,3.1,102 Reviews,Private,Palo Alto,21 years old,1001-5000 employees
2520,Blackrock,3.6,102 Reviews,Private,New York + 3 more,32 years old,10000+ employees
2521,IIT Bombay,4.5,102 Reviews,Public,Mumbai + 3 more,62 years old,5001-10000 employees
2522,Coastal Projects,3.9,102 Reviews,Public,Hyderabad + 13 more,25 years old,5001-10000 employees
2523,Asian Granito India,3.6,102 Reviews,Public,Ahmedabad + 24 more,20 years old,501-1000 employees
2524,Kolte Patil Developers,4.1,102 Reviews,Public,Pune + 2 more,29 years old,501-1000 employees
2525,ESAB,3.9,102 Reviews,Public,Annapolis Junction + 11 more,116 years old,5001-10000 employees
2526,Vishay Components,4.1,102 Reviews,Private,Malvern + 3 more,58 years old,10000+ employees
2527,Porteck India Infoservic...,3.6,102 Reviews,Private,New York + 3 more,18 years old,501-1000 employees
2528,Tega Industries,3.7,102 Reviews,Public,Kolkata + 10 more,44 years old,1001-5000 employees
2529,Ample Technologies,3.4,102 Reviews,Private,Bangalore + 8 more,24 years old,201-500 employees
2530,Mas Callnet,3.4,102 Reviews,Private,Noida + 10 more,17 years old,1001-5000 employees
2531,Garden Silk Mills,3.9,102 Reviews,Public,Surat + 11 more,41 years old,501-1000 employees
2532,Privi Organics,4.3,102 Reviews,Public,Mumbai + 7 more,38 years old,201-500 employees
2533,Javi Systems India,3.2,102 Reviews,Private,Bangalore + 20 more,13 years old,501-1000 employees
2534,Shyam Sel & Power,3.7,102 Reviews,Burdwan + 8 more,29 years old,5001-10000 employees,
2535,Karamtara Engineering,3.0,102 Reviews,Mumbai + 5 more,24 years old,1001-5000 employees,
2536,Himalaya Herbal Healthca...,4.3,102 Reviews,Private,Bengaluru + 28 more,90 years old,1001-5000 employees
2537,BajajSons,4.0,102 Reviews,Public,Ludhiana + 4 more,35 years old,1001-5000 employees
2538,MidasCare Pharmaceutical...,3.6,102 Reviews,Private,Mumbai + 20 more,34 years old,501-1000 employees
2539,UAE Exchange,4.0,102 Reviews,Public,Abu Dhabi + 29 more,40 years old,5001-10000 employees
2540,Zoomcar,3.8,102 Reviews,Private,Bangalore + 14 more,8 years old,201-500 employees
2541,Raj Petro Specialities,3.9,102 Reviews,Private,Mumbai + 16 more,78 years old,501-1000 employees
2542,Shree Baidyanath Ayurved...,3.5,102 Reviews,Private,Allahabad + 19 more,102 years old,1001-5000 employees
2543,NVH India Auto Parts,3.8,102 Reviews,Ulsan + 3 more,20 years old,201-500 employees,
2544,Transrail Lighting,3.9,102 Reviews,Private,Mumbai + 22 more,12 years old,1001-5000 employees
2545,CRB Tech Solution,3.7,102 Reviews,Private,Pune,19 years old,201-500 employees
2546,Royal Caribbean Internat...,4.7,102 Reviews,subsidary,Miami + 5 more,51 years old,10000+ employees
2547,Cethar,3.8,101 Reviews,Private,Tiruchirapalli + 10 more,39 years old,1001-5000 employees
2548,IDS Infotech,2.9,101 Reviews,Public,Chandigarh + 4 more,31 years old,1001-5000 employees
2549,Wipro GE Health Care,4.2,101 Reviews,Chicago + 21 more,128 years old,501-1000 employees,
2550,Alchemist Hospital,3.7,101 Reviews,Private,Panchkula + 11 more,26 years old,201-500 employees
2551,Aditya Birla Nuvo,4.3,101 Reviews,Public,Mumbai + 26 more,163 years old,5001-10000 employees
2552,Smc Insurance Brokers,3.9,101 Reviews,Private,New Delhi + 28 more,30 years old,1001-5000 employees
2553,Nippon India Mutual Fund,4.2,101 Reviews,Mumbai + 43 more,25 years old,501-1000 employees,
2554,Vascon Engineers,4.3,101 Reviews,Public,Pune + 10 more,34 years old,1001-5000 employees
2555,Liberty Shoes,4.0,101 Reviews,Public,Gurugram + 24 more,66 years old,1001-5000 employees
2556,Black Knight Financial S...,3.4,101 Reviews,Private,Jackonville,58 years old,5001-10000 employees
2557,ITC Wills Lifestyle,4.3,101 Reviews,Private,Mumbai + 25 more,21 years old,1001-5000 employees
2558,Pepe Jeans,4.1,101 Reviews,Private,Municipility Of Sant Feliu De Llobregat + 29 more,47 years old,1001-5000 employees
2559,Selec Controls,3.3,101 Reviews,Private,Mumbai + 3 more,20 years old,501-1000 employees
2560,Sel Manufacturing Co.,3.8,101 Reviews,Public,Ludhiana + 6 more,51 years old,5001-10000 employees
2561,Tube Investments of Indi...,4.1,101 Reviews,Public,Chennai + 18 more,61 years old,10000+ employees
2562,UnitedLex,3.7,101 Reviews,Private,Overland Park + 2 more,14 years old,1001-5000 employees
2563,Cyfuture,2.9,101 Reviews,Noida + 10 more,19 years old,1001-5000 employees,
2564,Venus Remedies,3.8,101 Reviews,Public,Panchkula + 21 more,31 years old,1001-5000 employees
2565,SYMBIOTEC Pharmalab,3.8,101 Reviews,Private,Indore + 2 more,25 years old,1001-5000 employees
2566,Asian Institute of Medic...,4.1,101 Reviews,Private,Faridabad + 8 more,10 years old,1001-5000 employees
2567,Flexituff International,4.1,101 Reviews,Public,Pithampur + 10 more,27 years old,5001-10000 employees
2568,Allengers Medical System...,4.1,101 Reviews,Public,Chandigarh + 22 more,33 years old,1001-5000 employees
2569,Ralson India,4.1,101 Reviews,Public,Ludhiana + 14 more,46 years old,1001-5000 employees
2570,Samvardhana Motherson Gr...,4.0,101 Reviews,Noida + 11 more,45 years old,10000+ employees,
2571,Tevapharm India,4.3,101 Reviews,Private,Petah Tikva + 7 more,119 years old,10000+ employees
2572,Ferromatik Milacron,4.1,101 Reviews,Private,Cincinnati + 6 more,64 years old,1001-5000 employees
2573,P&O Cruises,4.1,101 Reviews,Private,Southampton + 4 more,183 years old,5001-10000 employees
2574,Hyundai Construction Equ...,4.2,101 Reviews,Private,Pune + 23 more,73 years old,1001-5000 employees
2575,Mann And Hummel Filter,4.1,101 Reviews,Private,Ludwigsburg + 3 more,79 years old,10000+ employees
2576,Gulf Oil Lubricants Indi...,4.5,101 Reviews,Public,San Francisco + 28 more,107 years old,10000+ employees
2577,Xdbs,3.6,101 Reviews,Redwood City + 1 more,9 years old,1001-5000 employees,
2578,Cordlife Sciences India,3.8,101 Reviews,Private,Kolkata + 22 more,12 years old,501-1000 employees
